customerID,Risk_Tier,Risk_Score,Contract,tenure,MonthlyCharges,TotalCharges,PaymentMethod,InternetService,TechSupport,OnlineSecurity,PaperlessBilling,Churn
4828-FAZPK,Critical Risk,8,Month-to-month,16,79.95,1267.95,Credit card (automatic),Fiber optic,No,No,Yes,No
3908-BLSYF,Critical Risk,8,Month-to-month,6,83.9,497.55,Electronic check,Fiber optic,No,No,No,Yes
2606-RMDHZ,Critical Risk,8,Month-to-month,6,30.5,208.7,Credit card (automatic),DSL,No,No,Yes,Yes
1635-FJFCC,Critical Risk,8,Month-to-month,5,44.05,202.15,Credit card (automatic),DSL,No,No,Yes,No
4067-HLYQI,Critical Risk,8,Month-to-month,33,70.4,2406.1,Bank transfer (automatic),Fiber optic,No,No,Yes,No
8490-BXHEO,Critical Risk,8,Month-to-month,18,80.55,1411.65,Credit card (automatic),Fiber optic,No,No,Yes,No
0875-CABNR,Critical Risk,8,Month-to-month,10,84.6,865.55,Credit card (automatic),Fiber optic,No,No,Yes,Yes
4537-DKTAL,Critical Risk,8,Month-to-month,2,45.55,84.4,Electronic check,DSL,No,No,No,No
4881-JVQOD,Critical Risk,8,Month-to-month,10,34.55,362.6,Bank transfer (automatic),DSL,No,No,Yes,No
6464-KEXXH,Critical Risk,8,Month-to-month,8,25.25,186.3,Credit card (automatic),DSL,No,No,Yes,No
5301-GAUUY,Critical Risk,8,Month-to-month,32,80.35,2596.15,Bank transfer (automatic),Fiber optic,No,No,Yes,Yes
8132-YPVBX,Critical Risk,8,Month-to-month,6,85.95,514.6,Mailed check,Fiber optic,No,No,Yes,No
2782-LFZVW,Critical Risk,8,Month-to-month,11,58.95,601.6,Mailed check,DSL,No,No,Yes,No
0621-HJWXJ,Critical Risk,8,Month-to-month,63,81.55,5029.05,Bank transfer (automatic),Fiber optic,No,No,Yes,No
0374-IOEGQ,Critical Risk,8,Month-to-month,3,44.6,122.7,Electronic check,DSL,No,No,No,No
9112-WSNPU,Critical Risk,8,Month-to-month,35,70.55,2419.0,Electronic check,Fiber optic,No,No,No,No
9846-GKXAS,Critical Risk,8,Month-to-month,9,90.8,809.75,Bank transfer (automatic),Fiber optic,No,No,Yes,Yes
2969-QWUBZ,Critical Risk,8,Month-to-month,2,51.4,96.8,Electronic check,DSL,No,No,No,No
9873-MNDKV,Critical Risk,8,Month-to-month,11,44.65,472.25,Mailed check,DSL,No,No,Yes,No
9214-EKVXR,Critical Risk,8,Month-to-month,1,44.0,44.0,Mailed check,DSL,No,No,Yes,No
6235-VDHOM,Critical Risk,8,Month-to-month,5,28.45,131.05,Electronic check,DSL,No,No,No,Yes
9943-VSZUV,Critical Risk,8,Month-to-month,67,75.7,5060.85,Mailed check,Fiber optic,No,No,Yes,No
6172-FECYY,Critical Risk,8,Month-to-month,49,84.5,4254.85,Electronic check,Fiber optic,No,No,No,Yes
0082-LDZUE,Critical Risk,8,Month-to-month,1,44.3,44.3,Mailed check,DSL,No,No,Yes,No
1304-BCCFO,Critical Risk,8,Month-to-month,9,70.05,564.4,Mailed check,DSL,No,No,Yes,No
6877-LGWXO,Critical Risk,8,Month-to-month,18,78.55,1422.65,Electronic check,Fiber optic,No,No,No,Yes
3841-CONLJ,Critical Risk,8,Month-to-month,1,35.0,35.0,Electronic check,DSL,No,No,No,No
0887-HJGAR,Critical Risk,8,Month-to-month,1,45.7,45.7,Mailed check,DSL,No,No,Yes,Yes
1307-TVUFB,Critical Risk,8,Month-to-month,42,79.35,3344.1,Bank transfer (automatic),Fiber optic,No,No,Yes,No
5644-PDMZC,Critical Risk,8,Month-to-month,2,89.5,161.5,Electronic check,Fiber optic,No,No,No,Yes
7394-FKDNK,Critical Risk,8,Month-to-month,9,89.45,853.1,Electronic check,Fiber optic,No,No,No,Yes
6331-LWDTQ,Critical Risk,8,Month-to-month,10,72.15,794.25,Credit card (automatic),DSL,No,No,Yes,Yes
6142-VSJQO,Critical Risk,8,Month-to-month,1,44.35,44.35,Bank transfer (automatic),DSL,No,No,Yes,Yes
6952-OMNWB,Critical Risk,8,Month-to-month,68,80.35,5589.3,Credit card (automatic),Fiber optic,No,No,Yes,No
9944-AEXBM,Critical Risk,8,Month-to-month,32,85.65,2664.3,Bank transfer (automatic),Fiber optic,No,No,Yes,No
6060-DRTNL,Critical Risk,8,Month-to-month,5,84.85,415.55,Mailed check,Fiber optic,No,No,Yes,Yes
3014-WJKSM,Critical Risk,8,Month-to-month,29,75.3,2263.4,Credit card (automatic),Fiber optic,No,No,Yes,No
2275-RBYQS,Critical Risk,8,Month-to-month,1,45.4,45.4,Mailed check,DSL,No,No,Yes,No
0804-XBFBV,Critical Risk,8,Month-to-month,11,25.2,321.05,Electronic check,DSL,No,No,No,No
9450-TRJUU,Critical Risk,8,Month-to-month,35,83.15,2848.45,Electronic check,Fiber optic,No,No,No,No
1976-CFOCS,Critical Risk,8,Month-to-month,1,46.0,46.0,Electronic check,DSL,No,No,No,Yes
3755-JBMNH,Critical Risk,8,Month-to-month,16,71.8,1167.8,Bank transfer (automatic),Fiber optic,No,No,Yes,Yes
3173-NVMPX,Critical Risk,8,Month-to-month,9,55.3,501.2,Mailed check,DSL,No,No,Yes,No
0778-NELLA,Critical Risk,8,Month-to-month,9,34.7,296.1,Credit card (automatic),DSL,No,No,Yes,Yes
6629-CZTTH,Critical Risk,8,Month-to-month,1,55.7,55.7,Mailed check,DSL,No,No,Yes,Yes
4929-BSTRX,Critical Risk,8,Month-to-month,1,53.55,53.55,Mailed check,DSL,No,No,Yes,Yes
1660-HSOOQ,Critical Risk,8,Month-to-month,1,49.65,49.65,Mailed check,DSL,No,No,Yes,Yes
4818-DRBQT,Critical Risk,8,Month-to-month,29,80.15,2265.25,Bank transfer (automatic),Fiber optic,No,No,Yes,Yes
5650-VDUDS,Critical Risk,8,Month-to-month,4,24.25,96.05,Mailed check,DSL,No,No,Yes,Yes
4237-RLAQD,Critical Risk,8,Month-to-month,1,45.85,45.85,Mailed check,DSL,No,No,Yes,Yes
7339-POGZN,Critical Risk,8,Month-to-month,4,50.7,214.55,Electronic check,DSL,No,No,No,No
1478-VPOAD,Critical Risk,8,Month-to-month,1,43.8,43.8,Electronic check,DSL,No,No,No,No
3518-PZXZQ,Critical Risk,8,Month-to-month,1,55.3,55.3,Mailed check,DSL,No,No,Yes,No
7892-QVYKW,Critical Risk,8,Month-to-month,23,85.6,1868.4,Electronic check,Fiber optic,No,No,No,No
6734-GMPVK,Critical Risk,8,Month-to-month,5,105.3,550.6,Electronic check,Fiber optic,No,No,No,No
7284-BUYEC,Critical Risk,8,Month-to-month,5,50.95,229.4,Credit card (automatic),DSL,No,No,Yes,No
1740-CSDJP,Critical Risk,8,Month-to-month,1,35.25,35.25,Bank transfer (automatic),DSL,No,No,Yes,Yes
2761-XECQW,Critical Risk,8,Month-to-month,8,43.35,371.4,Mailed check,DSL,No,No,Yes,No
3961-SXAXY,Critical Risk,8,Month-to-month,1,44.05,44.05,Bank transfer (automatic),DSL,No,No,Yes,No
7615-ESMYF,Critical Risk,8,Month-to-month,2,44.6,97.1,Electronic check,DSL,No,No,No,Yes
4236-UJPWO,Critical Risk,8,Month-to-month,2,24.5,46.4,Electronic check,DSL,No,No,No,No
8387-MOJJT,Critical Risk,8,Month-to-month,42,77.95,3384.0,Credit card (automatic),Fiber optic,No,No,Yes,Yes
3387-VATUS,Critical Risk,8,Month-to-month,5,94.85,462.8,Bank transfer (automatic),Fiber optic,No,No,Yes,Yes
0923-PNFUB,Critical Risk,8,Month-to-month,3,83.75,247.25,Electronic check,Fiber optic,No,No,No,Yes
0224-HJAPT,Critical Risk,8,Month-to-month,5,47.15,223.15,Electronic check,DSL,No,No,No,Yes
4911-BANWH,Critical Risk,8,Month-to-month,31,86.55,2697.4,Credit card (automatic),Fiber optic,No,No,Yes,Yes
4958-GZWIY,Critical Risk,8,Month-to-month,7,48.7,340.25,Electronic check,DSL,No,No,No,Yes
7593-JNWRU,Critical Risk,8,Month-to-month,6,44.6,260.8,Bank transfer (automatic),DSL,No,No,Yes,Yes
5153-RTHKF,Critical Risk,8,Month-to-month,34,85.35,2896.6,Electronic check,Fiber optic,No,No,No,No
7854-FOKSF,Critical Risk,8,Month-to-month,1,35.9,35.9,Electronic check,DSL,No,No,No,Yes
2720-FVBQP,Critical Risk,8,Month-to-month,6,48.95,273.25,Credit card (automatic),DSL,No,No,Yes,No
7693-QPEFS,Critical Risk,8,Month-to-month,52,72.95,3829.75,Bank transfer (automatic),Fiber optic,No,No,Yes,No
2955-BJZHG,Critical Risk,8,Month-to-month,17,80.85,1400.85,Electronic check,Fiber optic,No,No,No,Yes
3987-KQDDU,Critical Risk,8,Month-to-month,9,75.6,661.55,Electronic check,Fiber optic,No,Yes,No,No
7389-KBFIT,Critical Risk,8,Month-to-month,2,30.25,63.75,Mailed check,DSL,No,No,Yes,No
1728-BQDMA,Critical Risk,8,Month-to-month,2,44.45,82.7,Electronic check,DSL,No,No,No,No
7675-OZCZG,Critical Risk,8,Month-to-month,3,45.0,127.1,Electronic check,DSL,No,No,No,Yes
5692-FPTAH,Critical Risk,8,Month-to-month,1,45.4,45.4,Mailed check,DSL,No,No,Yes,Yes
0570-BFQHT,Critical Risk,8,Month-to-month,9,80.55,653.9,Electronic check,Fiber optic,No,No,No,No
3995-WFCSM,Critical Risk,8,Month-to-month,2,60.85,111.4,Electronic check,DSL,No,No,No,No
5133-POWUA,Critical Risk,8,Month-to-month,1,45.8,45.8,Mailed check,DSL,No,No,Yes,No
6557-BZXLQ,Critical Risk,8,Month-to-month,16,69.65,1043.3,Electronic check,Fiber optic,No,No,No,No
5515-RUGKN,Critical Risk,8,Month-to-month,8,54.75,438.05,Credit card (automatic),DSL,No,No,Yes,No
4324-BZCKL,Critical Risk,8,Month-to-month,10,55.55,551.3,Mailed check,DSL,No,No,Yes,No
5934-TSSAU,Critical Risk,8,Month-to-month,23,75.3,1702.9,Credit card (automatic),Fiber optic,No,No,Yes,No
3566-HJGPK,Critical Risk,8,Month-to-month,1,45.55,45.55,Mailed check,DSL,No,No,Yes,No
4749-VFKVB,Critical Risk,8,Month-to-month,1,50.1,50.1,Mailed check,DSL,No,No,Yes,Yes
1942-OQFRW,Critical Risk,8,Month-to-month,1,44.0,44.0,Electronic check,DSL,No,No,No,No
5052-PNLOS,Critical Risk,8,Month-to-month,3,105.35,323.25,Bank transfer (automatic),Fiber optic,No,No,Yes,Yes
4547-LYTDD,Critical Risk,8,Month-to-month,16,72.65,1194.3,Electronic check,Fiber optic,No,No,No,Yes
8128-YVJRG,Critical Risk,8,Month-to-month,7,79.65,604.7,Mailed check,Fiber optic,No,Yes,Yes,Yes
2141-RRYGO,Critical Risk,8,Month-to-month,4,68.65,261.25,Bank transfer (automatic),DSL,No,No,Yes,Yes
8263-JQAIK,Critical Risk,8,Month-to-month,2,24.45,47.5,Mailed check,DSL,No,No,Yes,Yes
2070-XYMFH,Critical Risk,8,Month-to-month,23,79.35,1835.3,Mailed check,Fiber optic,No,No,Yes,No
5696-QURRL,Critical Risk,8,Month-to-month,1,45.05,45.05,Mailed check,DSL,No,No,Yes,Yes
1357-MVDOZ,Critical Risk,8,Month-to-month,11,59.65,683.25,Bank transfer (automatic),DSL,No,No,Yes,No
2178-PMGCJ,Critical Risk,8,Month-to-month,22,69.7,1490.4,Mailed check,Fiber optic,No,No,Yes,No
7669-LCRSD,Critical Risk,8,Month-to-month,12,56.3,628.65,Mailed check,DSL,No,No,Yes,No
6650-VJONK,Critical Risk,8,Month-to-month,1,43.85,43.85,Bank transfer (automatic),DSL,No,No,Yes,No
3536-IQCTX,Critical Risk,8,Month-to-month,32,85.3,2661.1,Electronic check,Fiber optic,No,No,No,Yes
1636-NTNCO,Critical Risk,8,Month-to-month,4,50.95,207.35,Credit card (automatic),DSL,No,No,Yes,No
2038-OEQZH,Critical Risk,8,Month-to-month,4,86.05,308.1,Electronic check,Fiber optic,No,No,No,No
0235-KGSLC,Critical Risk,8,Month-to-month,1,85.55,85.55,Credit card (automatic),Fiber optic,No,No,Yes,Yes
2386-LAHRK,Critical Risk,8,Month-to-month,1,53.5,53.5,Mailed check,DSL,No,No,Yes,Yes
5908-QMGOE,Critical Risk,8,Month-to-month,15,74.2,1133.9,Credit card (automatic),Fiber optic,No,No,Yes,Yes
7112-OPOTK,Critical Risk,8,Month-to-month,33,68.25,2171.15,Electronic check,Fiber optic,No,No,No,Yes
6032-IGALN,Critical Risk,8,Month-to-month,1,25.1,25.1,Mailed check,DSL,No,No,Yes,Yes
0315-LVCRK,Critical Risk,8,Month-to-month,11,84.8,888.75,Electronic check,Fiber optic,No,No,No,No
7636-OWBPG,Critical Risk,8,Month-to-month,12,29.35,381.2,Credit card (automatic),DSL,No,No,Yes,No
8496-EJAUI,Critical Risk,8,Month-to-month,19,73.85,1424.5,Credit card (automatic),Fiber optic,No,No,Yes,Yes
6692-YQHXC,Critical Risk,8,Month-to-month,16,69.95,1205.5,Credit card (automatic),Fiber optic,No,No,Yes,No
1436-ZMJAN,Critical Risk,8,Month-to-month,10,67.8,653.15,Credit card (automatic),DSL,No,No,Yes,No
0999-QXNSA,Critical Risk,8,Month-to-month,7,45.75,344.2,Mailed check,DSL,No,No,Yes,No
7890-VYYWG,Critical Risk,8,Month-to-month,3,36.45,93.7,Mailed check,DSL,No,No,Yes,Yes
1612-EOHDH,Critical Risk,8,Month-to-month,1,45.15,45.15,Electronic check,DSL,No,No,No,Yes
0258-NOKBL,Critical Risk,8,Month-to-month,3,90.4,268.45,Electronic check,Fiber optic,No,No,No,No
2468-SJFLM,Critical Risk,8,Month-to-month,1,74.3,74.3,Mailed check,Fiber optic,Yes,No,Yes,No
2911-WDXMV,Critical Risk,8,Month-to-month,18,80.55,1406.65,Credit card (automatic),Fiber optic,No,No,Yes,No
4074-SJFFA,Critical Risk,8,Month-to-month,1,54.75,54.75,Mailed check,DSL,No,No,Yes,Yes
1845-ZLLIG,Critical Risk,8,Month-to-month,1,50.15,50.15,Mailed check,DSL,No,No,Yes,No
5373-SFODM,Critical Risk,8,Month-to-month,36,85.25,3132.75,Credit card (automatic),Fiber optic,No,No,Yes,Yes
7176-WIONM,Critical Risk,8,Month-to-month,12,49.85,617.15,Bank transfer (automatic),DSL,No,No,Yes,No
2637-FKFSY,Critical Risk,8,Month-to-month,3,46.1,130.15,Mailed check,DSL,No,No,Yes,No
3211-ILJTT,Critical Risk,8,Month-to-month,17,70.4,1214.05,Bank transfer (automatic),Fiber optic,No,No,Yes,Yes
9743-DQKQW,Critical Risk,8,Month-to-month,3,25.1,79.8,Electronic check,DSL,No,No,No,No
7065-YUNRY,Critical Risk,8,Month-to-month,1,45.3,45.3,Mailed check,DSL,No,No,Yes,Yes
4706-DGAHW,Critical Risk,8,Month-to-month,1,45.2,45.2,Electronic check,DSL,No,No,No,No
7442-YGZFK,Critical Risk,8,Month-to-month,1,49.8,49.8,Credit card (automatic),DSL,No,No,Yes,No
8887-IPQNC,Critical Risk,8,Month-to-month,7,44.25,313.45,Mailed check,DSL,No,No,Yes,No
7503-QQRVF,Critical Risk,8,Month-to-month,16,74.3,1178.25,Credit card (automatic),Fiber optic,No,No,Yes,Yes
5318-IXUZF,Critical Risk,8,Month-to-month,2,87.15,183.75,Bank transfer (automatic),Fiber optic,No,No,Yes,Yes
5307-DZCVC,Critical Risk,8,Month-to-month,32,85.95,2628.6,Credit card (automatic),Fiber optic,No,No,Yes,Yes
7663-RGWBC,Critical Risk,8,Month-to-month,1,44.15,44.15,Mailed check,DSL,No,No,Yes,Yes
6407-UTSLV,Critical Risk,8,Month-to-month,2,83.8,163.7,Bank transfer (automatic),Fiber optic,No,No,Yes,No
2309-OSFEU,Critical Risk,8,Month-to-month,10,33.9,298.45,Mailed check,DSL,No,No,Yes,Yes
2135-DQWAQ,Critical Risk,8,Month-to-month,5,85.3,420.45,Mailed check,Fiber optic,No,No,Yes,No
5047-LHVLY,Critical Risk,8,Month-to-month,1,50.15,50.15,Mailed check,DSL,No,No,Yes,Yes
4116-TZAQJ,Critical Risk,8,Month-to-month,9,74.25,639.65,Credit card (automatic),Fiber optic,No,Yes,Yes,Yes
7398-SKNQZ,Critical Risk,8,Month-to-month,3,94.9,273.2,Electronic check,Fiber optic,No,No,No,No
4349-GFQHK,Critical Risk,8,Month-to-month,1,54.35,54.35,Electronic check,DSL,No,No,No,Yes
3503-TYDAY,Critical Risk,8,Month-to-month,43,80.45,3398.9,Electronic check,Fiber optic,No,No,No,No
8080-DDEMJ,Critical Risk,8,Month-to-month,1,45.1,45.1,Electronic check,DSL,No,No,No,Yes
4536-PLEQY,Critical Risk,8,Month-to-month,12,85.05,999.8,Credit card (automatic),Fiber optic,No,No,Yes,No
7928-VJYAB,Critical Risk,8,Month-to-month,11,90.6,1020.2,Electronic check,Fiber optic,No,No,No,No
9121-PHQSR,Critical Risk,8,Month-to-month,16,85.05,1391.15,Credit card (automatic),Fiber optic,No,No,Yes,No
7901-HXJVA,Critical Risk,8,Month-to-month,14,76.45,1117.55,Electronic check,Fiber optic,No,No,No,No
6158-HDPXZ,High Risk,7,Month-to-month,1,25.35,25.35,Mailed check,DSL,No,No,No,No
5226-NOZFC,High Risk,7,Month-to-month,26,85.75,2146.5,Electronic check,Fiber optic,No,No,Yes,No
5156-UMKOW,High Risk,7,Month-to-month,3,29.65,90.05,Mailed check,DSL,No,No,No,No
8118-TJAFG,High Risk,7,Month-to-month,9,101.5,906.85,Electronic check,Fiber optic,Yes,No,Yes,No
3365-SAIGS,High Risk,7,Month-to-month,17,83.55,1329.15,Electronic check,Fiber optic,No,No,Yes,No
3132-TVFDZ,High Risk,7,Month-to-month,57,44.85,2572.95,Electronic check,DSL,No,No,Yes,Yes
7554-AKDQF,High Risk,7,Month-to-month,6,45.65,323.45,Mailed check,DSL,No,No,No,No
6905-NIQIN,High Risk,7,Month-to-month,1,50.65,50.65,Mailed check,DSL,No,No,No,Yes
4432-ADRLB,High Risk,7,Month-to-month,2,44.65,74.9,Mailed check,DSL,No,No,No,Yes
2842-JTCCU,High Risk,7,Month-to-month,2,46.05,80.35,Bank transfer (automatic),DSL,No,No,No,Yes
5651-YLPRD,High Risk,7,Month-to-month,32,86.1,2723.75,Electronic check,Fiber optic,No,No,Yes,No
7252-NTGSS,High Risk,7,Month-to-month,1,45.15,45.15,Mailed check,DSL,No,No,No,No
2568-OIADY,High Risk,7,Month-to-month,37,99.5,3762.0,Electronic check,Fiber optic,No,No,Yes,Yes
5923-GXUOC,High Risk,7,Month-to-month,10,104.4,1081.45,Electronic check,Fiber optic,No,Yes,Yes,Yes
5697-GOMBF,High Risk,7,Month-to-month,28,35.9,973.65,Electronic check,DSL,No,No,Yes,No
5701-YVSVF,High Risk,7,Month-to-month,11,82.9,880.05,Electronic check,Fiber optic,Yes,No,Yes,No
1565-RHDJD,High Risk,7,Month-to-month,4,84.05,333.55,Bank transfer (automatic),Fiber optic,No,No,No,Yes
2840-XANRC,High Risk,7,Month-to-month,24,93.15,2231.05,Electronic check,Fiber optic,No,No,Yes,Yes
5146-CBVOE,High Risk,7,Month-to-month,16,75.1,1212.85,Bank transfer (automatic),Fiber optic,No,No,No,No
6101-IMRMM,High Risk,7,Month-to-month,6,94.5,575.45,Mailed check,Fiber optic,No,No,No,Yes
9448-REEVD,High Risk,7,Month-to-month,1,44.7,44.7,Credit card (automatic),DSL,No,No,No,Yes
4398-HSCJH,High Risk,7,Month-to-month,3,63.6,155.65,Electronic check,DSL,Yes,No,Yes,Yes
6985-HAYWX,High Risk,7,Month-to-month,26,79.3,2015.8,Bank transfer (automatic),Fiber optic,No,No,No,No
3751-KTZEL,High Risk,7,Month-to-month,1,35.05,35.05,Mailed check,DSL,No,No,No,Yes
9625-QSTYE,High Risk,7,Month-to-month,13,81.15,952.3,Electronic check,Fiber optic,No,No,Yes,Yes
7480-QNVZJ,High Risk,7,Month-to-month,50,95.7,4816.7,Electronic check,Fiber optic,No,No,Yes,Yes
6243-OZGFH,High Risk,7,Month-to-month,23,44.95,996.85,Electronic check,DSL,No,No,Yes,No
6908-VVYHM,High Risk,7,Month-to-month,65,90.65,5931.0,Electronic check,Fiber optic,No,No,Yes,No
5423-BHIXO,High Risk,7,Month-to-month,32,54.2,1739.6,Electronic check,DSL,No,No,Yes,No
8714-EUHJO,High Risk,7,Month-to-month,31,91.15,2995.45,Electronic check,Fiber optic,No,No,Yes,Yes
3446-QDSZF,High Risk,7,Month-to-month,4,55.5,227.35,Credit card (automatic),DSL,No,No,No,No
4735-ASGMA,High Risk,7,Month-to-month,26,98.35,2515.3,Electronic check,Fiber optic,No,No,Yes,Yes
1343-EHPYB,High Risk,7,Month-to-month,63,103.4,6603.0,Electronic check,Fiber optic,No,No,Yes,Yes
8008-HAWED,High Risk,7,Month-to-month,14,50.75,712.75,Electronic check,DSL,No,No,Yes,Yes
4012-ZTHBR,High Risk,7,Month-to-month,21,44.95,926.25,Electronic check,DSL,No,No,Yes,No
4146-SVFUD,High Risk,7,Month-to-month,1,44.6,44.6,Mailed check,DSL,No,No,No,No
1862-SKORY,High Risk,7,Month-to-month,40,39.3,1637.4,Electronic check,DSL,No,No,Yes,Yes
4647-XXZAM,High Risk,7,Month-to-month,6,45.5,285.2,Mailed check,DSL,No,No,No,No
9093-FPDLG,High Risk,7,Month-to-month,11,94.2,999.9,Electronic check,Fiber optic,Yes,No,Yes,No
2985-FMWYF,High Risk,7,Month-to-month,23,93.5,2341.55,Electronic check,Fiber optic,No,No,Yes,No
2265-CYWIV,High Risk,7,Month-to-month,4,99.6,347.65,Electronic check,Fiber optic,No,Yes,Yes,Yes
7028-DVOIQ,High Risk,7,Month-to-month,35,99.05,3395.8,Electronic check,Fiber optic,No,No,Yes,Yes
1089-HDMKP,High Risk,7,Month-to-month,11,54.55,601.25,Electronic check,DSL,Yes,No,Yes,No
4208-UFFGW,High Risk,7,Month-to-month,2,44.95,85.15,Mailed check,DSL,No,No,No,Yes
5188-HGMLP,High Risk,7,Month-to-month,54,74.0,3919.15,Bank transfer (automatic),Fiber optic,No,No,No,No
3320-VEOYC,High Risk,7,Month-to-month,14,95.6,1273.3,Electronic check,Fiber optic,No,No,Yes,No
3957-LXOLK,High Risk,7,Month-to-month,28,106.15,3152.5,Electronic check,Fiber optic,No,No,Yes,Yes
1010-DIAUQ,High Risk,7,Month-to-month,5,96.5,492.55,Bank transfer (automatic),Fiber optic,No,No,No,Yes
9734-YWGEX,High Risk,7,Month-to-month,9,98.3,923.5,Credit card (automatic),Fiber optic,No,No,No,Yes
5382-SOYZL,High Risk,7,Month-to-month,22,95.1,2162.6,Electronic check,Fiber optic,No,No,Yes,No
4450-MDZFX,High Risk,7,Month-to-month,60,74.35,4453.3,Bank transfer (automatic),Fiber optic,No,No,No,No
0689-NKYLF,High Risk,7,Month-to-month,13,83.2,1060.6,Electronic check,Fiber optic,No,No,Yes,Yes
0310-MVLET,High Risk,7,Month-to-month,61,99.15,6010.05,Electronic check,Fiber optic,No,No,Yes,Yes
3345-JHUEO,High Risk,7,Month-to-month,4,20.2,55.7,Electronic check,No,No internet service,No internet service,Yes,No
3094-JOJAI,High Risk,7,Month-to-month,18,74.15,1387.0,Mailed check,Fiber optic,No,No,No,No
7156-MHUGY,High Risk,7,Month-to-month,13,90.5,1201.15,Electronic check,Fiber optic,No,No,Yes,Yes
6377-WHAOX,High Risk,7,Month-to-month,60,106.15,6411.25,Electronic check,Fiber optic,No,No,Yes,No
8003-EWNDZ,High Risk,7,Month-to-month,10,21.2,222.65,Electronic check,No,No internet service,No internet service,Yes,No
9644-UMGQA,High Risk,7,Month-to-month,6,49.15,295.65,Electronic check,DSL,No,Yes,Yes,No
2478-EEWWM,High Risk,7,Month-to-month,59,44.3,2666.75,Electronic check,DSL,No,No,Yes,No
8634-MPHTR,High Risk,7,Month-to-month,47,100.05,4871.05,Electronic check,Fiber optic,No,No,Yes,Yes
2809-ZMYOQ,High Risk,7,Month-to-month,32,101.35,3334.9,Electronic check,Fiber optic,No,No,Yes,No
0311-QYWSS,High Risk,7,Month-to-month,6,49.45,314.6,Electronic check,DSL,No,Yes,Yes,No
4094-NSEDU,High Risk,7,Month-to-month,21,94.25,1973.75,Electronic check,Fiber optic,No,No,Yes,Yes
4484-GLZOU,High Risk,7,Month-to-month,52,105.05,5624.85,Electronic check,Fiber optic,No,No,Yes,Yes
4130-MZLCC,High Risk,7,Month-to-month,5,50.55,244.75,Bank transfer (automatic),DSL,No,No,No,No
1271-SJBGZ,High Risk,7,Month-to-month,12,43.65,526.95,Electronic check,DSL,Yes,No,Yes,Yes
9776-CLUJA,High Risk,7,Month-to-month,51,77.5,3807.35,Electronic check,Fiber optic,No,Yes,Yes,Yes
3808-HFKDE,High Risk,7,Month-to-month,20,44.35,927.15,Electronic check,DSL,No,No,Yes,No
7402-EYFXX,High Risk,7,Month-to-month,26,93.6,2404.1,Electronic check,Fiber optic,No,No,Yes,No
2845-AFFTX,High Risk,7,Month-to-month,41,99.8,4259.3,Electronic check,Fiber optic,No,No,Yes,Yes
9895-VFOXH,High Risk,7,Month-to-month,1,24.4,24.4,Mailed check,DSL,No,No,No,No
5649-RXQTV,High Risk,7,Month-to-month,51,99.0,5038.15,Electronic check,Fiber optic,No,No,Yes,No
6366-ZGQGL,High Risk,7,Month-to-month,1,24.8,24.8,Bank transfer (automatic),DSL,No,No,No,Yes
7396-VJUZB,High Risk,7,Month-to-month,4,45.25,155.35,Mailed check,DSL,No,No,No,No
8648-PFRMP,High Risk,7,Month-to-month,14,46.35,672.7,Electronic check,DSL,No,No,Yes,No
3097-PYWXL,High Risk,7,Month-to-month,4,19.95,82.9,Electronic check,No,No internet service,No internet service,Yes,No
2209-XADXF,High Risk,7,Month-to-month,1,25.25,25.25,Bank transfer (automatic),DSL,No,No,No,No
1047-NNCBF,High Risk,7,Month-to-month,20,70.55,1493.55,Credit card (automatic),Fiber optic,No,No,No,No
1353-LJWEM,High Risk,7,Month-to-month,11,60.9,688.5,Electronic check,DSL,Yes,No,Yes,No
8708-XPXHZ,High Risk,7,Month-to-month,42,94.2,4186.3,Electronic check,Fiber optic,No,No,Yes,Yes
1264-BYWMS,High Risk,7,Month-to-month,55,96.8,5283.95,Electronic check,Fiber optic,No,No,Yes,Yes
0596-BQCEQ,High Risk,7,Month-to-month,62,100.15,6283.3,Electronic check,Fiber optic,No,No,Yes,Yes
4062-HBMOS,High Risk,7,Month-to-month,52,103.05,5364.8,Electronic check,Fiber optic,No,No,Yes,No
3606-TWKGI,High Risk,7,Month-to-month,13,106.9,1364.3,Electronic check,Fiber optic,No,No,Yes,Yes
6145-NNPNO,High Risk,7,Month-to-month,1,44.15,44.15,Bank transfer (automatic),DSL,No,No,No,No
5858-EAFCZ,High Risk,7,Month-to-month,1,44.45,44.45,Mailed check,DSL,No,No,No,No
8999-BOHSE,High Risk,7,Month-to-month,11,89.7,1047.7,Bank transfer (automatic),Fiber optic,No,No,No,Yes
9647-ERGBE,High Risk,7,Month-to-month,30,100.05,3046.15,Electronic check,Fiber optic,No,No,Yes,Yes
1591-NFNLQ,High Risk,7,Month-to-month,51,80.0,4242.35,Credit card (automatic),Fiber optic,No,No,No,Yes
7529-ZDFXI,High Risk,7,Month-to-month,57,89.85,4925.35,Electronic check,Fiber optic,No,No,Yes,No
9058-CBREO,High Risk,7,Month-to-month,1,50.55,50.55,Mailed check,DSL,No,No,No,Yes
9029-FEGVJ,High Risk,7,Month-to-month,32,79.3,2570.0,Mailed check,Fiber optic,No,No,No,No
1751-NCDLI,High Risk,7,Month-to-month,46,98.85,4564.9,Electronic check,Fiber optic,No,No,Yes,No
5219-YIPTK,High Risk,7,Month-to-month,33,104.4,3409.6,Electronic check,Fiber optic,No,No,Yes,Yes
